scenario_id,split,generation_seed,source_hash,reference_data_hash,reference_solver_commit,reference_solver_hash,sensor_layout_hash,observations_hash,physics_hash,reference_path,noise_std,max_reference_error_estimate,reference_target_met,x_true,y_true,Q_true,reference_grid,dt
final_blind_v1_011,final_blind_v1,5696790475517225510,225d45bd3de3cb16583c4e812d35398b66d4a61e4c862cb9ca519f9a2894045a,9d76bd03eed6816497bb259c9f9803ac3fb21a6302e0e5aa8a00f7adae7717dd,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,5273c27f5d895fe43c32a859d8651aa3996446983e166a42606eb7a2134dc9cc,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_011/truth/grid_641/checkpoint.npz,0.0,0.00780283735395246,True,0.27643886124679024,0.4704269425090928,0.9665742570787594,641,3.125e-05
final_blind_v1_012,final_blind_v1,8308023952258979513,d2a757793e0e523169bc17ccee0997892d092d463624f337dfa1db0a00a59408,d2372ed19609f33b53d5769487cb2de2191314c0ce10e4c373b928c31c7a71f5,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,d5aafbfae7c3d90eee9adf5ba51c448a7d7727a80c3b8a9a0b04d93be0c687c6,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_012/truth/grid_641/checkpoint.npz,0.0,0.0077143151291645595,True,0.5159341510255893,0.3324493878560946,0.9533875857760538,641,3.125e-05
final_blind_v1_013,final_blind_v1,6642344561173272847,9a73b1e7370aa7af28ed4850b61dd14d3e516e0ad726d8b7baf2df00de203115,13b8746085b3d76dcc949163d97e8b360e513254232d406f3d4806888861e2c1,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,567eb6acd44ff460da2d1b6780f9a64a6b8cee6beb41d11f586110e933efa1a5,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_013/truth/grid_641/checkpoint.npz,0.0,0.008020994347221208,True,0.4379291231360904,0.55771963279388,0.8900116073943016,641,3.125e-05
final_blind_v1_014,final_blind_v1,9108159333555056027,5136240fe2dda2f3eb79ab533aa00329a579b649e8ec4620a5354e47e079bc0c,ba8766f67ab1e98151f05ce083e929a422628fb687984dd9f177f347c22d02d6,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,40ac96a299462235403696bd9ee68f2023c85006292d7e1355764aa67a8f4a62,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_014/truth/grid_641/checkpoint.npz,0.0,0.007805268399894357,True,0.3800082102433277,0.6269345354914518,0.8164712133646357,641,3.125e-05
final_blind_v1_015,final_blind_v1,1036712795093427824,24bf6f48a2d724c2394ff6bab90e3c99cfe36041f15b240eed55d64f44f4b311,f70abdf6bc0e9e4db468b2a01a8156eb8885a3e027303d435ae4ffbaeec37c89,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,87d3efd4296c5d8532fb5fc0424f613d84aa32b23548f30fb9e6d8da4e8f8f89,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_015/truth/grid_641/checkpoint.npz,0.0,0.007803767052533763,True,0.3044065185144325,0.6890142965229772,1.1619326502382405,641,3.125e-05
final_blind_v1_016,final_blind_v1,5267384026423680812,338504ac25626ca0b1491a0d481e9e85ce1e9202d6927aed610e90656ed39501,3911d323ea11c7e26aa08b66257f5f99dd7a3fbfdba3adadcc628a3e91361d0d,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,751f342bea069a9218eb48183fb4f64b2d05aa04e25ca7b28e670b4ea06c7462,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_016/truth/grid_641/checkpoint.npz,0.0,0.010631122069354104,False,0.4755688508537644,0.29727385669203754,1.1369326999635514,641,3.125e-05
final_blind_v1_017,final_blind_v1,7960331624110621309,4f168c66a0115ae3f2662445bf6a2c686a3b7819f4a10851045258c5142382b0,79b5f1a9e5179763e023f383c1ee65f68a9ef7a45d539b94f651bef69de4e236,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,73fad1626c5e65399004aaf29bf355b9c63b97e52f6391f3f24d78ca3771d593,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_017/truth/grid_641/checkpoint.npz,0.0,0.011838576692173872,False,0.42975639075865896,0.30243953317534705,1.2845074304689996,641,3.125e-05
final_blind_v1_018,final_blind_v1,7809599809508990091,5ccbbdeb8c13a14a6eab87ab25ff39c865f8bfb5d181776ad4dc0095d6eca83c,90ceb024e58571abaf9a3e52af5c7c805ccb5f69a4e0a5195cebd4eeec47eab2,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,28c7393bbea48e59b06ef15c5032b9b7521d2a943a1d6dc66b0787c11ec28fe4,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_018/truth/grid_641/checkpoint.npz,0.0,0.007788348132278083,True,0.4661088735019954,0.5406147440453197,1.2005453543676445,641,3.125e-05
final_blind_v1_019,final_blind_v1,7074422970325782621,36f180d136f94a72801049331c6c48eb9471bc963bcd17cc7e10f6197a80344e,1a900c69e47a7e9ec4343f13c0bc0831e8cd917bb0c9ee88a5232cc6c8ffe187,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,5a610c0ffe8229368b3489de499cc0f1a797a4f83630ed8dd2f9a0fcf7223982,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_019/truth/grid_641/checkpoint.npz,0.0,0.007672510515703709,True,0.5466667767579667,0.482107044225501,0.8511957816040111,641,3.125e-05
final_blind_v1_020,final_blind_v1,6842517967220492358,f76fc5ae7081ab03671597c0d3a4aba446e73ae1e59659634389b55c8961ada2,39e48b151fb0466d48ba2ab6117778b276c7ae88062b2a99cf87f194415f75d0,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,a55507a43cef274e4bc51fbc296a628f58679fe24385178cda306933fe603222,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_020/truth/grid_641/checkpoint.npz,0.0,0.007782465781665025,True,0.46847654896047053,0.3954219563175483,1.0280700002650012,641,3.125e-05
final_blind_v1_021,final_blind_v1,7024211905207199238,cc60226dae131c797caa938b8595a51eeddca80c2c29307333da0d6d854f852b,c53332b980321d7e3945c8bcb880f9c35f835ebb99ddd7fdb897c0c9a57662d7,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,1df908fb1b6ea983e41b943d31b122f6b8d74b50e7795d9b5679469d2356cbff,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_021/truth/grid_641/checkpoint.npz,0.0,0.007661181445989678,True,0.6242811087481225,0.5976616060576463,1.2851361016897063,641,3.125e-05
final_blind_v1_022,final_blind_v1,8242971650068648720,0b1750c26e46b0faa259d71f9e5709b1a1c50a7594188a0313f5c5290e4fc371,3daf0848db230f3a56d27dd083e77fde7ef55327fbb25e90b086244ef4a4a723,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,e1f955bb364b875a469ea593e35a3aae51580adbe6f0ca0976de7af9e2c065fa,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_022/truth/grid_641/checkpoint.npz,0.0,0.007802311942300145,True,0.266264469998352,0.6107963786624676,0.9144956637496786,641,3.125e-05
final_blind_v1_023,final_blind_v1,1766557897013848241,e5a05d677730e3120ce4ed4f0b232c80f9cdd521f0289f32dac5662b11301989,9547b32f508fb75ae05fa1a056d81f2c1c349cd86791a71c0b6e26f361f00872,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,e915a30417f54df52ace0532c2b2d6ecfa96003be7daec7e417d8b33ce67e014,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_023/truth/grid_641/checkpoint.npz,0.0,0.007795408690265478,True,0.40926866046302074,0.3738319340022234,1.199385717938766,641,3.125e-05
final_blind_v1_024,final_blind_v1,7831919958155769304,92e493956822f211adc44a2fc1a23703d75d0d140a3487e22475fd8a77d6b027,21c0967e2e100fda5cee4eeb8669d7002eb271e040411e227612e74fc67d6b7e,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,13ba29c46c617a161ab4233cfe8524dbbcca033f225db7c231be327ad0dc8e8f,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_024/truth/grid_641/checkpoint.npz,0.0,0.007892320653178676,True,0.6532298414980128,0.608689753204076,0.8846556578071043,641,3.125e-05
final_blind_v1_025,final_blind_v1,6666396529872867620,66a56140cece053c510ec91a872ee19e72babe2cbb2dcddbc1faa044f153d1ec,35755392d9fbaf1235a7685356fa5a72fec7536c7264f1f2c990951e95fc00c0,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,638c55b434ca2fd79e500a1cbd029f1745ae7b4ca8b5154f9ad4f407fc483f37,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_025/truth/grid_641/checkpoint.npz,0.0,0.007607339995026379,True,0.6131825704565108,0.3385071688464702,1.1120569146077515,641,3.125e-05
final_blind_v1_026,final_blind_v1,1850000423510083783,2bc3a9031e5b74ec466e5ec37cfae416acff1ba80c7aa9d787cca816ea2676c9,4799658a53693e133ffca800c63838f7b4a484dfa205b6f7a5bbbb49d9e48c24,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,d03253ae662142d2d900dfc058c2f001c53c63b889b9a69a1a0e6ef05ae4c065,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_026/truth/grid_641/checkpoint.npz,0.0,0.007744222929216451,True,0.5064941343017603,0.3960769703721459,1.3119610767090044,641,3.125e-05
final_blind_v1_027,final_blind_v1,7872504093858939256,79a1b695037b000daade46f9ac4d4114067e4c613af0e8164ab5e31a90f4dbfb,9fbda3e6317bccbd6151ef10c0f17f4806f7f1ec169359605eb65041f5a80c64,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,d30e585aaf655bf48a6b3cdc15e828c3157c2f88416885006a17511e240072d4,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_027/truth/grid_641/checkpoint.npz,0.0,0.0112642222441428,False,0.39730127606060717,0.25684001148048247,0.936094978502684,641,3.125e-05
final_blind_v1_028,final_blind_v1,8348670017900487590,b3a519e253918a1476105ad78f0d7883351657ae3d6321a83e7977ac9746008e,a0fc16f1e32a96c2b393c7bfc5645cb10afaddbb232c3770f5637fe73fc7f41e,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,6ca31b06490532ce9f33cec960be600f13278103d53416d4623b312f0837645d,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_028/truth/grid_641/checkpoint.npz,0.0,0.007690279289481774,True,0.538372134792067,0.4649187171357262,0.8387827762566038,641,3.125e-05
final_blind_v1_029,final_blind_v1,8965563432900576353,ad86d3d74043a322e0acaa1266479770a78ccbe0d1f3ab7805373fbb1a141b51,7786b8c77f31f2147568e9e2966b88ef64b3268fa6934185534cfc5a6bd85bbf,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,2b08120be6288b907489b211bc7845920fd1e7e803a6d9933d1d821179110f69,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_029/truth/grid_641/checkpoint.npz,0.0,0.008100863015639942,True,0.668977461408103,0.3814459521869255,1.198305086015619,641,3.125e-05
final_blind_v1_030,final_blind_v1,4556909641007562992,39d12ca12739511561d95c2b0680ab7380cfdd0dae7363c25ba38bf2940a1069,dd9abb53948a775ea278b1b2f9aeaf0106d24ac67c2d25c1e172cc648512c473,33892895805d692c8c3960d8646c43d6a4f7536d,171d63443cc789534402b08ad497b17f18fbb113e9530d38c6ffedd9ae77b8b8,c0533d4c030bc4ce020eaaebf6531a19453d36b5e322e6c63eb9d27baef2ebd2,049cc7046dcc492ab3259f0b2e1e2a6dba29e71611a5e9c6872af03937cf585b,40e67e02388db09f51908951da82f830ea172d82e026f62a10d75083261a6120,datasets/final_blind_v1_030/truth/grid_641/checkpoint.npz,0.0,0.009246230192935549,True,0.7116689369976579,0.479886500791576,1.2690848016056153,641,3.125e-05
